Instance,GraphType, n , p , R , r ,obj_NL,Time_NL,gap_NL,C_NL,obj_IP1,numcuts_IP1,TotalT_IP1,GAP_IP1,C_IP1,obj_IP2 ,numcuts_IP2 ,TotalT_IP2,GAP_IP2,C_IP2
eilon30_1 , Star-Ring ,30,6,0.2,0.5,30,35.171652,0," [[1, 2, 7, 17], [4, 5, 11, 22, 26], [14, 15, 16, 25], [8, 12, 13, 29], [6, 10, 18, 19, 20, 23, 24, 27, 28], [0, 3, 9, 21]]",30,0,0.398813,0," [[1, 7, 17, 19, 24], [8, 12, 13, 29], [6, 10, 18, 20, 23, 27, 28], [0, 3, 9, 21], [2, 4, 5, 11, 22, 26], [14, 15, 16, 25]]",30,0,0.409247,0," [[1, 7, 17, 19, 24], [8, 12, 13, 29], [6, 10, 18, 20, 23, 27, 28], [0, 3, 9, 21], [2, 4, 5, 11, 22, 26], [14, 15, 16, 25]]"
eilon30_2 , Star-Ring ,30,6,0.2,0.5,29,22.962223,0," [[2, 16, 19, 20, 22], [5, 8, 11, 21], [1, 7, 15, 29], [0, 4, 10, 14, 18], [13, 24, 25], [3, 6, 9, 12, 17, 26, 27, 28]]",29,0,0.648788,0," [[2, 16, 17, 19, 20], [1, 5, 7, 8, 11, 21], [3, 6, 9, 12, 22, 26, 27, 28], [13, 24, 25], [0, 4, 10, 14, 18], [15, 29]]",29,0,0.645845,0," [[2, 16, 17, 19, 20], [1, 5, 7, 8, 11, 21], [3, 6, 9, 12, 22, 26, 27, 28], [13, 24, 25], [0, 4, 10, 14, 18], [15, 29]]"
eilon30_3 , Star-Ring ,30,6,0.2,0.5,29,46.878328,0," [[4, 6, 13, 19, 20], [8, 28], [5, 23, 25, 27], [1, 3, 11, 14, 24], [10, 12, 15, 17, 18, 21, 29], [0, 2, 9, 16, 22, 26]]",29,231,14.563014,0," [[4, 6, 13, 19], [0, 2, 9, 22, 26], [8, 16, 20, 28], [5, 23, 25, 27], [1, 3, 11, 14, 24], [10, 12, 15, 17, 18, 21, 29]]",29,231,11.91067,0," [[4, 6, 13, 19], [0, 2, 9, 22, 26], [8, 16, 20, 28], [5, 23, 25, 27], [1, 3, 11, 14, 24], [10, 12, 15, 17, 18, 21, 29]]"
eilon30_4 , Star-Ring ,30,6,0.2,0.5,30,17.037119,0," [[1, 2, 3, 7, 28], [9, 11, 12, 22, 24], [0, 4, 5, 15], [16, 18, 23, 25, 27], [6, 8, 14, 20, 21, 29], [10, 13, 17, 19, 26]]",30,0,0.424514,0," [[1, 2, 3, 7, 11, 18], [6, 8, 14, 20, 21, 28, 29], [16, 23, 25, 27], [0, 4, 5, 22], [9, 12, 15, 24], [10, 13, 17, 19, 26]]",30,0,0.418605,0," [[1, 2, 3, 7, 11, 18], [6, 8, 14, 20, 21, 28, 29], [16, 23, 25, 27], [0, 4, 5, 22], [9, 12, 15, 24], [10, 13, 17, 19, 26]]"
eilon30_5 , Star-Ring ,30,6,0.2,0.5,30,16.440368,0," [[3, 8, 9, 12, 18, 19], [1, 13, 21, 22, 25, 29], [5, 6, 24, 26], [0, 4, 7, 20, 27], [11, 14, 15, 16], [2, 10, 17, 23, 28]]",30,0,0.424879,0," [[3, 8, 9, 12, 17, 18, 19], [11, 14, 15, 16], [2, 10, 23, 28], [1, 13, 21, 22, 25, 29], [5, 6, 20, 24, 26], [0, 4, 7, 27]]",30,0,0.40248,0," [[3, 8, 9, 12, 17, 18, 19], [11, 14, 15, 16], [2, 10, 23, 28], [1, 13, 21, 22, 25, 29], [5, 6, 20, 24, 26], [0, 4, 7, 27]]"
eilon30_1 , Star-Ring ,30,10,0.2,0.5,30,9.461286,0," [[2], [6, 27, 28], [29], [12, 15], [4, 11, 14, 16, 25], [5, 9, 17, 22, 26], [1, 8, 13, 24], [7, 18], [10, 19, 20, 23], [0, 3, 21]]",30,21,1.720433,0," [[1, 7, 13, 24, 28], [8, 12, 29], [11, 14, 16], [4, 22, 25, 26], [3, 18, 19, 23], [0, 5, 9, 21], [6, 10, 27], [20], [2, 17], [15]]",30,21,1.734557,0," [[1, 7, 13, 24, 28], [8, 12, 29], [11, 14, 16], [4, 22, 25, 26], [3, 18, 19, 23], [0, 5, 9, 21], [6, 10, 27], [20], [2, 17], [15]]"
eilon30_2 , Star-Ring ,30,10,0.2,0.5,30,10.664398,0," [[2, 16, 19, 20, 27], [8, 11], [5, 21, 23], [4, 13], [1, 10, 18, 29], [6, 22, 24], [25], [0, 14], [7, 15], [3, 9, 12, 17, 26, 28]]",30,0,0.541962,0," [[1, 10, 15, 18], [4, 13, 24, 25], [0, 14], [5, 11, 21], [16, 20], [9, 19, 28], [2], [8, 23], [7, 29], [3, 6, 12, 17, 22, 26, 27]]",30,0,0.512473,0," [[1, 10, 15, 18], [4, 13, 24, 25], [0, 14], [5, 11, 21], [16, 20], [9, 19, 28], [2], [8, 23], [7, 29], [3, 6, 12, 17, 22, 26, 27]]"
eilon30_3 , Star-Ring ,30,10,0.2,0.5,30,16.402651,0," [[6, 9, 10, 12, 17, 18, 19, 21, 22], [23], [3, 11, 14, 24], [7, 29], [0, 16, 26], [8, 13], [5, 20, 25], [1, 27], [15], [2, 4, 28]]",30,7,0.970161,0," [[6, 11, 17, 18, 19], [7, 10, 15, 21, 29], [13], [1, 14, 27], [3, 24], [5, 25], [8, 23], [4, 20, 28], [12], [0, 2, 9, 16, 22, 26]]",30,7,0.92923,0," [[6, 11, 17, 18, 19], [7, 10, 15, 21, 29], [13], [1, 14, 27], [3, 24], [5, 25], [8, 23], [4, 20, 28], [12], [0, 2, 9, 16, 22, 26]]"
eilon30_4 , Star-Ring ,30,10,0.2,0.5,30,19.803289,0," [[1, 3, 7, 18], [23], [0], [6, 8, 14, 20, 28], [12, 19], [2, 21, 29], [10, 13, 17, 26], [16, 25, 27], [9, 11, 24], [4, 5, 15, 22]]",30,0,0.527409,0," [[11, 12, 24], [3, 7, 16, 18, 27, 28], [9], [10, 13, 17, 26], [0, 25], [23], [1], [6, 8, 14, 20, 29], [2, 19, 21], [4, 5, 15, 22]]",30,0,0.525705,0," [[11, 12, 24], [3, 7, 16, 18, 27, 28], [9], [10, 13, 17, 26], [0, 25], [23], [1], [6, 8, 14, 20, 29], [2, 19, 21], [4, 5, 15, 22]]"
eilon30_5 , Star-Ring ,30,10,0.2,0.5,30,11.761045,0," [[1, 3, 8, 12], [6, 9, 24], [16], [14, 27], [5, 20, 26], [17, 18, 22, 25], [0, 4, 7], [11, 15, 19], [2, 10, 23, 28], [13, 21, 29]]",30,15,2.514729,0," [[1, 3, 9, 17, 18], [14, 19], [2, 10, 23, 28], [15, 16, 27], [8, 12], [13, 21, 22, 29], [6, 25], [11], [4, 7], [0, 5, 20, 24, 26]]",30,15,2.681668,0," [[1, 3, 9, 17, 18], [14, 19], [2, 10, 23, 28], [15, 16, 27], [8, 12], [13, 21, 22, 29], [6, 25], [11], [4, 7], [0, 5, 20, 24, 26]]"
