"Instance,GraphType,n,p,R,r,obj_NL,time_NL,gap_NL,C_NL,obj_IP1, numcuts_IP1 , TotalT_IP1,gap_IP1;C_IP1,obj_IP2, numcuts_IP2 , TotalT_IP2,gap_IP2,C_IP2"
"eilon20_2 ,Star-Ring,20,6,0.2,0.2,14,18.698648,0, [[14], [16], [9, 11, 13, 17, 18], [2, 4, 10], [6], [0, 7, 8]],14,22,0.919379,0; [[2, 4, 8, 10], [17], [6], [0, 7], [14], [9, 11, 13, 16, 18]],14,22,0.914332,0, [[2, 4, 8, 10], [17], [6], [0, 7], [14], [9, 11, 13, 16, 18]]"
"eilon20_3 ,Star-Ring,20,6,0.2,0.2,13,26.036854,0, [[5, 9], [8], [0, 13, 14, 18], [1], [4, 17], [11, 16, 19]],13,45694,3603.222475,0; [[9, 16], [0, 13], [4, 17], [5, 7, 11], [3, 8], [14, 18]],13,45942,3602.812202,0, [[9, 16], [0, 13], [4, 17], [5, 7, 11], [3, 8], [14, 18]]"
"eilon20_4 ,Star-Ring,20,6,0.2,0.2,13,20.367637,0, [[10], [4, 8, 11], [9], [0, 3, 19], [7, 12, 14], [6, 18]],13,2764,78.463838,0; [[9], [4, 8, 11], [12, 18], [6, 7, 14], [0, 3, 19], [10]],13,2764,78.261368,0, [[9], [4, 8, 11], [12, 18], [6, 7, 14], [0, 3, 19], [10]]"
"eilon20_5 ,Star-Ring,20,6,0.2,0.2,10,31.670336,0, [[6], [3], [18], [13], [5, 7, 11, 14], [0, 1]],10,1320,32.41339,0; [[1], [7, 11, 13], [0], [10], [16, 17, 19], [4]],10,1320,32.202535,0, [[1], [7, 11, 13], [0], [10], [16, 17, 19], [4]]"
"eilon20_1 ,Star-Ring,20,10,0.2,0.2,12,3600.004805,0, [[3, 12, 17], [1, 7], [8, 9], [10, 16], [6, 13], [2], [4, 15, 19], [5], [0, 14, 18], [11]],12,58230,3604.679253,0; [[5, 9], [0, 4, 15, 19], [3], [1], [18], [2, 11], [14], [17], [7], [6, 8, 10, 12, 13, 16]],12,59077,3605.189201,0, [[5, 9], [0, 4, 15, 19], [3], [1], [18], [2, 11], [14], [17], [7], [6, 8, 10, 12, 13, 16]]"
"eilon20_2 ,Star-Ring,20,10,0.2,0.2,14,681.653068,0, [[1], [6, 8], [12], [16, 17], [2, 11, 15, 18], [7, 14], [5, 19], [9, 10], [4, 13], [0, 3]],14,53915,3605.08951,0; [[4, 10, 12, 17], [1, 5, 6, 19], [15], [2], [14, 16], [9], [0], [7], [3, 8], [11, 13, 18]],14,54565,3602.382535,0, [[4, 10, 12, 17], [1, 5, 6, 19], [15], [2], [14, 16], [9], [0], [7], [3, 8], [11, 13, 18]]"
"eilon20_3 ,Star-Ring,20,10,0.2,0.2,15,485.718351,0, [[9], [11], [2], [3], [14], [8], [4, 16, 17], [7, 12], [5], [0, 13, 18]],15,68,3.063867,0; [[8], [0, 13, 18], [5, 17], [4], [3, 7], [12, 16], [9], [2], [11], [14]],15,68,3.097776,0, [[8], [0, 13, 18], [5, 17], [4], [3, 7], [12, 16], [9], [2], [11], [14]]"
"eilon20_4 ,Star-Ring,20,10,0.2,0.2,14,202.083664,0, [[11], [16], [17], [9], [0, 10], [14, 18], [6, 12], [13], [4, 8], [15]],14,45,2.204181,0; [[9], [4, 8, 11], [6], [19], [3], [16], [0, 10], [7], [12, 14], [18]],14,45,2.250449,0, [[9], [4, 8, 11], [6], [19], [3], [16], [0, 10], [7], [12, 14], [18]]"
"eilon20_5 ,Star-Ring,20,10,0.2,0.2,11,615.298961,0, [[1], [17], [4], [11], [13], [6], [0], [2, 3], [10], [9]],11,11,1.284152,0; [[0], [2], [6], [3], [1], [13], [11], [17], [4], [9, 10]],11,11,1.337214,0, [[0], [2], [6], [3], [1], [13], [11], [17], [4], [9, 10]]"
"eilon20_1 ,Star-Ring,20,2,0.2,0.5,12,0.195078,0, [[2, 3, 6, 8, 10, 12, 13, 16, 17], [0, 11, 18]],12,0,0.09492,0; [[1, 2, 11, 17, 18], [3, 6, 8, 10, 12, 13, 16]],12,0,0.095958,0, [[1, 2, 11, 17, 18], [3, 6, 8, 10, 12, 13, 16]]"
"eilon20_2 ,Star-Ring,20,2,0.2,0.5,14,0.218377,0, [[2, 4, 9, 10, 11, 13, 16, 17, 18], [0, 3, 7, 8, 14]],14,0,0.108083,0; [[0, 3, 7, 8, 14], [2, 4, 9, 10, 11, 13, 16, 17, 18]],14,0,0.110208,0, [[0, 3, 7, 8, 14], [2, 4, 9, 10, 11, 13, 16, 17, 18]]"
"eilon20_3 ,Star-Ring,20,2,0.2,0.5,13,0.349498,0, [[4, 5, 8, 11, 16, 17, 19], [0, 1, 9, 13, 14, 18]],13,0,0.086619,0; [[4, 5, 8, 11, 16, 17, 19], [0, 1, 9, 13, 14, 18]],13,0,0.08621,0, [[4, 5, 8, 11, 16, 17, 19], [0, 1, 9, 13, 14, 18]]"
"eilon20_4 ,Star-Ring,20,2,0.2,0.5,11,0.265491,0, [[4, 6, 12, 13, 14, 18], [0, 3, 9, 10, 19]],11,0,0.067722,0; [[0, 3, 9, 10, 19], [1, 6, 7, 12, 14, 18]],11,0,0.069805,0, [[0, 3, 9, 10, 19], [1, 6, 7, 12, 14, 18]]"
"eilon20_5 ,Star-Ring,20,2,0.2,0.5,11,0.238341,0, [[0, 5, 7, 11, 13, 14], [4, 10, 16, 17, 19]],11,0,0.069294,0; [[0, 5, 7, 11, 13, 14], [4, 10, 16, 17, 19]],11,0,0.071304,0, [[0, 5, 7, 11, 13, 14], [4, 10, 16, 17, 19]]"
"eilon20_1 ,Star-Ring,20,6,0.2,0.5,20,5.042024,0, [[0, 11], [2, 3, 6, 8, 10, 12, 13, 16, 17], [5, 9], [4, 15, 19], [14, 18], [1, 7]],20,0,0.149891,0; [[2, 8, 10, 11, 12, 17], [1, 7, 18], [3, 6, 13, 16], [5, 9], [0, 4, 15, 19], [14]],20,0,0.149741,0, [[2, 8, 10, 11, 12, 17], [1, 7, 18], [3, 6, 13, 16], [5, 9], [0, 4, 15, 19], [14]]"
"eilon20_2 ,Star-Ring,20,6,0.2,0.5,20,2.741617,0, [[7], [0, 3], [4, 12], [2, 9, 11, 13, 15, 17, 18], [8, 10, 14, 16], [1, 5, 6, 19]],20,0,0.157533,0; [[4, 10, 12, 17], [2, 11, 13, 15], [9, 18], [7, 8, 14, 16], [0, 3, 5, 6, 19], [1]],20,0,0.166883,0, [[4, 10, 12, 17], [2, 11, 13, 15], [9, 18], [7, 8, 14, 16], [0, 3, 5, 6, 19], [1]]"
"eilon20_3 ,Star-Ring,20,6,0.2,0.5,20,7.344693,0, [[2, 3], [7, 12], [4, 5, 8, 11, 16, 17, 19], [0, 1, 9, 13, 14, 18], [15], [6, 10]],20,21,0.877253,0; [[7, 16], [2, 3, 10], [6, 12], [4, 5, 8, 11, 17, 19], [0, 1, 9, 13, 14, 18], [15]],20,21,0.857854,0, [[7, 16], [2, 3, 10], [6, 12], [4, 5, 8, 11, 17, 19], [0, 1, 9, 13, 14, 18], [15]]"
"eilon20_4 ,Star-Ring,20,6,0.2,0.5,20,5.63523,0, [[8, 15], [5, 16, 17], [0, 3, 9, 10, 19], [1, 7, 12, 14, 18], [2, 13], [4, 6, 11]],20,36,1.289855,0; [[9, 11], [5, 16, 17], [8, 15], [2, 4, 13], [1, 6, 7, 12, 14, 18], [0, 3, 10, 19]],20,36,1.322845,0, [[9, 11], [5, 16, 17], [8, 15], [2, 4, 13], [1, 6, 7, 12, 14, 18], [0, 3, 10, 19]]"
"eilon20_5 ,Star-Ring,20,6,0.2,0.5,20,4.612117,0, [[0, 1], [8, 9, 12], [4, 10, 16, 17, 19], [5, 7, 11, 13, 14], [3, 6, 18], [2, 15]],20,0,0.140548,0; [[1, 10], [3, 6, 18], [2, 12, 15], [8, 9], [4, 16, 17, 19], [0, 5, 7, 11, 13, 14]],20,0,0.138408,0, [[1, 10], [3, 6, 18], [2, 12, 15], [8, 9], [4, 16, 17, 19], [0, 5, 7, 11, 13, 14]]"
"eilon20_1 ,Star-Ring,20,10,0.2,0.5,20,1.021262,0, [[2, 18], [1], [0, 15, 19], [4], [5, 9], [11], [8, 10], [7, 14], [17], [3, 6, 12, 13, 16]],20,5,0.45917,0; [[2, 8, 10, 11, 12, 17], [1, 7, 18], [3], [13], [14], [9], [15], [0, 4, 19], [5], [6, 16]],20,5,0.415678,0, [[2, 8, 10, 11, 12, 17], [1, 7, 18], [3], [13], [14], [9], [15], [0, 4, 19], [5], [6, 16]]"
"eilon20_2 ,Star-Ring,20,10,0.2,0.5,20,1.58568,0, [[14], [4], [7], [0, 3, 5, 19], [1, 6], [16, 17], [9, 11, 15, 18], [8], [10, 12], [2, 13]],20,0,0.209841,0; [[4, 10, 12, 17], [1, 6], [0, 3, 5, 19], [14], [9], [16], [18], [2], [11, 13, 15], [7, 8]],20,0,0.268144,0, [[4, 10, 12, 17], [1, 6], [0, 3, 5, 19], [14], [9], [16], [18], [2], [11, 13, 15], [7, 8]]"
"eilon20_3 ,Star-Ring,20,10,0.2,0.5,20,3.553076,0, [[2], [4, 5, 8, 19], [1, 9, 13, 14, 18], [0], [11, 12], [16, 17], [3, 7], [10], [15], [6]],20,0,0.168394,0; [[0, 9, 13, 14, 18], [3, 7, 11, 12], [5, 16], [1], [4, 8], [6], [2], [15], [10], [17, 19]],20,0,0.183329,0, [[0, 9, 13, 14, 18], [3, 7, 11, 12], [5, 16], [1], [4, 8], [6], [2], [15], [10], [17, 19]]"
"eilon20_4 ,Star-Ring,20,10,0.2,0.5,20,5.707101,0, [[18], [10, 11], [1], [7, 12, 14], [2, 4], [8, 15, 17], [3, 9, 19], [5], [0, 16], [6, 13]],20,0,0.156268,0; [[11], [1, 6, 7, 12, 14], [3, 19], [9, 18], [10], [2], [5], [8, 15, 17], [0, 16], [4, 13]],20,0,0.156674,0, [[11], [1, 6, 7, 12, 14], [3, 19], [9, 18], [10], [2], [5], [8, 15, 17], [0, 16], [4, 13]]"
"eilon20_5 ,Star-Ring,20,10,0.2,0.5,20,4.588928,0, [[3], [4, 16, 17, 19], [1, 6], [18], [5], [2], [8], [12, 15], [9, 10], [0, 7, 11, 13, 14]],20,0,0.187823,0; [[1, 6], [18], [5], [0, 4], [3, 12], [8, 9], [15], [2, 10], [16, 17, 19], [7, 11, 13, 14]],20,0,0.180636,0, [[1, 6], [18], [5], [0, 4], [3, 12], [8, 9], [15], [2, 10], [16, 17, 19], [7, 11, 13, 14]]"
"eilon20_1 ,Star-Ring,20,2,0.3,0.2,12,0.505412,0, [[3, 6, 9, 10, 11, 13, 16], [2, 8, 12, 17, 18]],12,0,0.255116,0; [[2, 6, 8, 9, 10, 11, 12, 13, 16, 17], [3, 18]],12,0,0.216638,0, [[2, 6, 8, 9, 10, 11, 12, 13, 16, 17], [3, 18]]"
"eilon20_2 ,Star-Ring,20,2,0.3,0.2,14,0.303241,0, [[2, 4, 7, 8, 10, 11, 13, 14, 16, 17, 18], [0, 3, 6]],14,19,0.659974,0; [[4, 9, 10, 11, 13, 16, 17, 18], [0, 2, 6, 7, 8, 14]],14,19,0.547522,0, [[4, 9, 10, 11, 13, 16, 17, 18], [0, 2, 6, 7, 8, 14]]"
"eilon20_3 ,Star-Ring,20,2,0.3,0.2,14,0.387371,0, [[0, 11, 13, 14, 18], [3, 4, 5, 7, 8, 9, 12, 16, 17]],14,37,0.962504,0; [[3, 4, 5, 7, 8, 11, 12, 16, 17], [0, 9, 13, 14, 18]],14,37,1.063275,0, [[3, 4, 5, 7, 8, 11, 12, 16, 17], [0, 9, 13, 14, 18]]"
"eilon20_4 ,Star-Ring,20,2,0.3,0.2,13,0.306346,0, [[0, 3, 6, 7, 10, 12, 14, 19], [4, 8, 9, 11, 18]],12,130,2.126216,0; [[0, 8, 9, 16], [4, 6, 7, 10, 11, 12, 14, 18]],12,130,2.199034,0, [[0, 8, 9, 16], [4, 6, 7, 10, 11, 12, 14, 18]]"
"eilon20_5 ,Star-Ring,20,2,0.3,0.2,10,0.352666,0, [[0, 1, 4, 16, 17, 19], [2, 8, 9, 10]],10,26,0.657544,0; [[7, 11, 13, 17], [0, 1, 4, 10, 16, 19]],10,26,0.551587,0, [[7, 11, 13, 17], [0, 1, 4, 10, 16, 19]]"
"eilon20_1 ,Star-Ring,20,6,0.3,0.2,20,0.225668,0, [[4, 11, 15, 19], [8], [2, 3, 6, 12, 13, 17], [0, 7, 14, 18], [5, 9, 10], [1, 16]],20,0,0.249919,0; [[0, 1, 2, 14, 17], [4, 5, 9, 19], [15], [7, 18], [11], [3, 6, 8, 10, 12, 13, 16]],20,0,0.248429,0, [[0, 1, 2, 14, 17], [4, 5, 9, 19], [15], [7, 18], [11], [3, 6, 8, 10, 12, 13, 16]]"
"eilon20_2 ,Star-Ring,20,6,0.3,0.2,20,0.571379,0, [[6, 8, 10, 14, 16], [0, 3, 5, 7], [1, 19], [12], [4, 9, 11, 13, 18], [2, 17]],20,0,0.504565,0; [[4, 7], [2, 12], [9, 11, 13, 17, 18], [0, 10, 16], [3, 5, 8, 14, 19], [1, 6]],20,0,0.306995,0, [[4, 7], [2, 12], [9, 11, 13, 17, 18], [0, 10, 16], [3, 5, 8, 14, 19], [1, 6]]"
"eilon20_3 ,Star-Ring,20,6,0.3,0.2,18,7.310262,0, [[3, 5, 7, 8, 9, 11, 17, 18], [0, 13, 14], [4], [12, 16, 19], [6], [2, 10]],18,1495,46.403427,0; [[7], [3, 5, 12], [4, 8, 11, 19], [0, 13, 14, 18], [9, 16, 17], [2, 6, 10]],18,1495,46.481391,0, [[7], [3, 5, 12], [4, 8, 11, 19], [0, 13, 14, 18], [9, 16, 17], [2, 6, 10]]"
"eilon20_4 ,Star-Ring,20,6,0.3,0.2,18,8.244554,0, [[6, 10, 18], [8, 13], [11, 15, 16, 17], [14], [0, 3, 19], [1, 4, 7, 9, 12]],18,255,7.883882,0; [[6, 9], [10, 12, 13, 14, 18], [4, 15, 17], [8, 11, 16], [0, 3, 7, 19], [1]],18,255,7.918817,0, [[6, 9], [10, 12, 13, 14, 18], [4, 15, 17], [8, 11, 16], [0, 3, 7, 19], [1]]"
"eilon20_5 ,Star-Ring,20,6,0.3,0.2,16,15.141398,0, [[0], [4, 16, 19], [2, 9, 10], [1, 3, 6], [5, 7, 11, 13, 14], [17]],16,36568,1920.817432,0; [[1], [16, 17, 19], [2, 9, 10], [3, 6], [5, 13, 14], [0, 4, 7, 11]],16,36568,1892.875712,0, [[1], [16, 17, 19], [2, 9, 10], [3, 6], [5, 13, 14], [0, 4, 7, 11]]"
"eilon20_1 ,Star-Ring,20,10,0.3,0.2,20,0.992271,0, [[17], [0, 15], [1, 14], [7], [18], [4, 19], [8, 10, 12], [2, 3, 6, 13, 16], [9], [11]],20,0,0.28405,0; [[17], [2, 9], [8, 10, 12], [1], [3, 13, 16, 18], [6], [11], [14], [0, 4, 15, 19], [5]],20,0,0.254279,0, [[17], [2, 9], [8, 10, 12], [1], [3, 13, 16, 18], [6], [11], [14], [0, 4, 15, 19], [5]]"
"eilon20_2 ,Star-Ring,20,10,0.3,0.2,19,9.616493,0, [[4, 16], [3, 6, 10], [8, 14], [11, 17, 18], [9, 13], [0], [1, 5, 19], [7], [12], [2]],19,0,0.337512,0; [[2, 4, 6, 7, 8, 10, 14], [19], [17], [9, 13, 18], [11], [16], [12], [0], [1, 3], [5]],19,0,0.361626,0, [[2, 4, 6, 7, 8, 10, 14], [19], [17], [9, 13, 18], [11], [16], [12], [0], [1, 3], [5]]"
"eilon20_3 ,Star-Ring,20,10,0.3,0.2,18,34.38479,0, [[2, 14, 16], [13], [1], [4, 17], [9], [15], [8], [0, 3, 18], [5, 12], [7, 10, 11]],18,5342,266.004253,0; [[5, 8, 16], [18], [11, 19], [1, 13], [14], [0, 3, 9], [17], [10], [2], [4, 7, 12]],18,5342,254.931372,0, [[5, 8, 16], [18], [11, 19], [1, 13], [14], [0, 3, 9], [17], [10], [2], [4, 7, 12]]"
"eilon20_4 ,Star-Ring,20,10,0.3,0.2,19,33.048987,0, [[10], [6, 16, 19], [3], [0, 9], [1, 14], [7], [18], [2, 8, 13], [15, 17], [4, 11, 12]],18,18,1.072302,0; [[4, 11], [13, 14], [0, 6, 7], [1, 18], [9, 19], [12], [8, 16], [15, 17], [2], [10]],18,18,1.054824,0, [[4, 11], [13, 14], [0, 6, 7], [1, 18], [9, 19], [12], [8, 16], [15, 17], [2], [10]]"
"eilon20_5 ,Star-Ring,20,10,0.3,0.2,20,2.188611,0, [[0, 1, 4, 16, 17, 19], [15], [11, 14], [5, 7, 13], [3], [2], [8, 10], [9, 12], [6], [18]],20,0,0.283098,0; [[3, 6, 15, 18], [2, 8, 9, 12], [0], [17], [10], [19], [1], [4, 16], [7], [5, 11, 13, 14]],20,0,0.272975,0, [[3, 6, 15, 18], [2, 8, 9, 12], [0], [17], [10], [19], [1], [4, 16], [7], [5, 11, 13, 14]]"
"eilon20_1 ,Star-Ring,20,2,0.3,0.5,16,0.199094,0, [[0, 4, 11, 14, 15, 18], [2, 3, 6, 8, 9, 10, 12, 13, 16, 17]],16,4,0.304286,0; [[2, 3, 6, 8, 9, 10, 12, 13, 16, 17], [0, 1, 7, 11, 14, 18]],16,4,0.304911,0, [[2, 3, 6, 8, 9, 10, 12, 13, 16, 17], [0, 1, 7, 11, 14, 18]]"
"eilon20_2 ,Star-Ring,20,2,0.3,0.5,19,0.203899,0, [[0, 1, 3, 5, 6, 7, 8, 14, 19], [2, 4, 9, 10, 11, 13, 15, 16, 17, 18]],18,0,0.256402,0; [[0, 1, 3, 5, 6, 7, 8, 14, 19], [2, 4, 9, 10, 11, 13, 16, 17, 18]],18,0,0.271501,0, [[0, 1, 3, 5, 6, 7, 8, 14, 19], [2, 4, 9, 10, 11, 13, 16, 17, 18]]"
"eilon20_3 ,Star-Ring,20,2,0.3,0.5,17,0.14853,0, [[2, 3, 6, 7, 10, 11, 12], [0, 1, 4, 5, 8, 9, 13, 16, 17, 18]],17,0,0.280743,0; [[2, 3, 6, 7, 8, 10, 11, 12, 16], [0, 1, 4, 5, 9, 13, 17, 18]],17,0,0.28646,0, [[2, 3, 6, 7, 8, 10, 11, 12, 16], [0, 1, 4, 5, 9, 13, 17, 18]]"
"eilon20_4 ,Star-Ring,20,2,0.3,0.5,15,0.174096,0, [[2, 4, 8, 11, 15, 17], [0, 3, 6, 7, 9, 10, 12, 14, 19]],15,0,0.213251,0; [[2, 4, 8, 11, 13, 18], [0, 3, 6, 7, 9, 10, 12, 14, 19]],15,0,0.228063,0, [[2, 4, 8, 11, 13, 18], [0, 3, 6, 7, 9, 10, 12, 14, 19]]"
"eilon20_5 ,Star-Ring,20,2,0.3,0.5,14,0.33093,0, [[0, 5, 6, 7, 11, 13, 14], [1, 4, 9, 10, 16, 17, 19]],14,0,0.152195,0; [[0, 1, 4, 9, 10, 16, 17, 19], [5, 6, 7, 11, 13, 14]],14,0,0.170875,0, [[0, 1, 4, 9, 10, 16, 17, 19], [5, 6, 7, 11, 13, 14]]"
"eilon20_1 ,Star-Ring,20,6,0.3,0.5,20,0.245436,0, [[1, 7], [11], [2, 3, 6, 8, 10, 12, 13, 16, 17], [5, 9], [4, 15, 19], [0, 14, 18]],20,0,0.218682,0; [[0, 1, 2, 14, 17], [4, 5, 9, 19], [15], [7, 18], [11], [3, 6, 8, 10, 12, 13, 16]],20,0,0.222511,0, [[0, 1, 2, 14, 17], [4, 5, 9, 19], [15], [7, 18], [11], [3, 6, 8, 10, 12, 13, 16]]"
"eilon20_2 ,Star-Ring,20,6,0.3,0.5,20,0.660199,0, [[0, 3, 6], [9, 11, 15, 17], [2, 12, 18], [1, 5, 19], [4, 7, 8], [10, 13, 14, 16]],20,1,0.342452,0; [[0, 1, 3, 4, 6, 7, 8, 14], [2, 9, 10, 12, 13, 17, 18], [15, 16], [19], [5], [11]],20,1,0.293897,0, [[0, 1, 3, 4, 6, 7, 8, 14], [2, 9, 10, 12, 13, 17, 18], [15, 16], [19], [5], [11]]"
"eilon20_3 ,Star-Ring,20,6,0.3,0.5,20,0.605717,0, [[6, 7, 8, 11, 12, 16], [4, 17, 19], [0], [14], [2, 3, 10, 15], [1, 5, 9, 13, 18]],20,0,0.28775,0; [[0, 2, 13, 14, 18], [3, 6, 7, 8, 10, 11, 12], [16, 19], [9], [15], [1, 4, 5, 17]],20,0,0.308349,0, [[0, 2, 13, 14, 18], [3, 6, 7, 8, 10, 11, 12], [16, 19], [9], [15], [1, 4, 5, 17]]"
"eilon20_4 ,Star-Ring,20,6,0.3,0.5,20,0.877019,0, [[2, 4, 11], [5, 15, 16, 17], [3, 6, 9, 10, 12, 14, 19], [0], [8, 13], [1, 7, 18]],20,0,0.244267,0; [[2, 4, 8, 11, 13, 15], [0, 3, 6, 7, 10, 12, 14, 19], [5], [9], [1, 18], [16, 17]],20,0,0.271981,0, [[2, 4, 8, 11, 13, 15], [0, 3, 6, 7, 10, 12, 14, 19], [5], [9], [1, 18], [16, 17]]"
"eilon20_5 ,Star-Ring,20,6,0.3,0.5,20,1.898072,0, [[16, 19], [3], [0, 1, 5, 6, 14], [4, 7, 11, 13, 17], [2, 8, 9, 10, 12], [15, 18]],20,22,0.987205,0; [[3, 6, 15], [4, 9, 10, 16, 17, 19], [0, 1, 14], [13, 18], [2, 8, 12], [5, 7, 11]],20,22,0.857453,0, [[3, 6, 15], [4, 9, 10, 16, 17, 19], [0, 1, 14], [13, 18], [2, 8, 12], [5, 7, 11]]"
"eilon20_1 ,Star-Ring,20,10,0.3,0.5,20,0.666247,0, [[4], [10, 18], [2, 3, 6, 13], [9], [11, 16, 17], [0, 15, 19], [5, 12], [7, 14], [8], [1]],20,12,0.874052,0; [[0, 1], [4, 5, 9], [11], [18], [7, 14], [2, 8, 17], [15], [19], [3], [6, 10, 12, 13, 16]],20,12,0.794747,0, [[0, 1], [4, 5, 9], [11], [18], [7, 14], [2, 8, 17], [15], [19], [3], [6, 10, 12, 13, 16]]"
"eilon20_2 ,Star-Ring,20,10,0.3,0.5,20,0.491156,0, [[4, 10, 17], [6], [1, 8], [3, 7], [16], [9, 11], [2, 12, 15], [13, 18], [5, 14, 19], [0]],20,6,0.558649,0; [[0, 1, 3, 6, 8, 19], [2, 10, 11, 18], [16], [4], [9], [17], [14], [12, 15], [7, 13], [5]],20,6,0.559501,0, [[0, 1, 3, 6, 8, 19], [2, 10, 11, 18], [16], [4], [9], [17], [14], [12, 15], [7, 13], [5]]"
"eilon20_3 ,Star-Ring,20,10,0.3,0.5,20,0.676508,0, [[3, 8], [2], [15], [6, 11], [7, 10], [0, 13], [4, 9, 17], [1, 5, 16, 18], [12, 19], [14]],20,0,0.333563,0; [[0, 2, 13, 14, 18], [6, 7, 8, 10, 12], [11], [4], [3], [9], [15], [16], [1], [5, 17, 19]],20,0,0.426265,0, [[0, 2, 13, 14, 18], [6, 7, 8, 10, 12], [11], [4], [3], [9], [15], [16], [1], [5, 17, 19]]"
"eilon20_4 ,Star-Ring,20,10,0.3,0.5,20,0.837766,0, [[3], [18], [2, 4, 15], [5, 8, 16, 17], [1, 7], [11, 13], [6, 12], [14, 19], [0, 10], [9]],20,0,0.291778,0; [[2, 4, 8, 13, 15], [0, 6, 7, 10, 12, 18], [3], [5], [14], [11], [19], [9, 16], [17], [1]],20,0,0.314309,0, [[2, 4, 8, 13, 15], [0, 6, 7, 10, 12, 18], [3], [5], [14], [11], [19], [9, 16], [17], [1]]"
"eilon20_5 ,Star-Ring,20,10,0.3,0.5,20,0.503241,0, [[4, 10, 16], [0, 1, 14], [2], [19], [6, 12, 15], [5, 7, 17], [9], [3, 18], [8], [11, 13]],20,9,0.589262,0; [[2, 3, 6, 15], [4, 9, 16, 17], [12], [18], [10], [8], [0], [1, 19], [5, 7], [11, 13, 14]],20,9,0.646477,0, [[2, 3, 6, 15], [4, 9, 16, 17], [12], [18], [10], [8], [0], [1, 19], [5, 7], [11, 13, 14]]"
"eilon30_1 ,Star-Ring,30,2,0.1,0.2,7,0.597728,0, [[1, 24, 28], [6, 18, 19, 23]],7,0,0.490953,0; [[6, 18, 19, 23], [1, 24, 28]],7,0,0.556393,0, [[6, 18, 19, 23], [1, 24, 28]]"
"eilon30_2 ,Star-Ring,30,2,0.1,0.2,9,0.653565,0, [[6, 19, 20], [9, 12, 17, 26, 27, 28]],8,3,0.511061,0; [[16, 19, 20], [6, 17, 22, 26, 27]],8,3,0.548942,0, [[16, 19, 20], [6, 17, 22, 26, 27]]"
"eilon30_3 ,Star-Ring,30,2,0.1,0.2,8,0.570759,0, [[0, 9, 21, 22], [10, 12, 17, 18]],8,1,0.481522,0; [[10, 12, 17, 18, 19], [9, 21, 22]],8,1,0.485065,0, [[10, 12, 17, 18, 19], [9, 21, 22]]"
"eilon30_4 ,Star-Ring,30,2,0.1,0.2,8,0.527767,0, [[2, 3, 7, 18, 28], [16, 25, 27]],8,0,0.456304,0; [[7, 16, 25, 27], [2, 3, 18, 28]],8,0,0.557021,0, [[7, 16, 25, 27], [2, 3, 18, 28]]"
"eilon30_5 ,Star-Ring,30,2,0.1,0.2,7,0.744855,0, [[3, 8, 17, 18], [22, 25, 29]],7,0,0.529711,0; [[1, 25, 29], [3, 8, 17, 18]],7,0,0.572079,0, [[1, 25, 29], [3, 8, 17, 18]]"
"eilon30_1 ,Star-Ring,30,6,0.1,0.2,20,3600.009099,0.4, [[1, 13, 24, 28], [0, 9, 21], [12, 29], [2, 5, 17], [4, 11, 22, 26], [6, 18, 19, 23]],20,0,0.485564,0; [[6, 18, 19, 23], [0, 9, 21], [4, 11, 22, 26], [2, 5, 17], [1, 13, 24, 28], [14, 16]],20,0,0.490586,0, [[6, 18, 19, 23], [0, 9, 21], [4, 11, 22, 26], [2, 5, 17], [1, 13, 24, 28], [14, 16]]"
"eilon30_2 ,Star-Ring,30,6,0.1,0.2,14,69.858373,0, [[6, 17, 22], [4], [26, 27], [9, 12, 28], [3], [2, 16, 19, 20]],13,1735,55.583285,0; [[6, 22, 27], [9, 12, 17, 28], [3], [16, 19, 20], [4], [26]],13,1735,55.582423,0, [[6, 22, 27], [9, 12, 17, 28], [3], [16, 19, 20], [4], [26]]"
"eilon30_3 ,Star-Ring,30,6,0.1,0.2,14,63.570156,0, [[17], [6, 19], [10, 12, 18], [0, 9, 21, 22], [4, 16], [13, 20]],14,2,2.362642,0; [[10], [6, 13], [4, 16], [0, 9, 21, 22], [12, 17], [11, 18, 19]],14,2,2.405207,0, [[10], [6, 13], [4, 16], [0, 9, 21, 22], [12, 17], [11, 18, 19]]"
"eilon30_4 ,Star-Ring,30,6,0.1,0.2,13,79.942015,0, [[2, 7, 25], [1, 24], [11], [0, 16], [18, 27], [3, 21, 28]],12,1215,38.535507,0; [[2, 7], [1, 24], [21], [3, 27, 28], [16, 18, 25], [11]],12,1215,38.567096,0, [[2, 7], [1, 24], [21], [3, 27, 28], [16, 18, 25], [11]]"
"eilon30_5 ,Star-Ring,30,6,0.1,0.2,13,53.60876,0, [[9], [19], [7, 20], [6, 24, 26], [1, 8], [3, 12, 17, 18]],13,12,3.356833,0; [[8], [7, 20], [9, 19], [3, 12, 17, 18], [1], [6, 24, 26]],13,12,3.543108,0, [[8], [7, 20], [9, 19], [3, 12, 17, 18], [1], [6, 24, 26]]"
"eilon30_1 ,Star-Ring,30,10,0.1,0.2,12,1679.414927,0, [[18], [1], [7], [23], [3], [6], [20, 27], [19], [24, 28], [10]],12,44887,3606.913742,0.083333; [[19], [1, 28], [7], [6, 23], [24], [13], [10], [20], [27], [18]],12,45264,3608.022287,0.083333, [[19], [1, 28], [7], [6, 23], [24], [13], [10], [20], [27], [18]]"
