"Instance,GraphType,n,p,R,r,obj_NL,time_NL,gap_NL,C_NL,obj_IP1, numcuts_IP1 , TotalT_IP1,gap_IP1;C_IP1,obj_IP2, numcuts_IP2 , TotalT_IP2,gap_IP2,C_IP2"
"eilon10_3 ,Star-Ring,10,2,0.3,0.2,8,0.096654,0, [[0, 7], [1, 2, 3, 4, 6, 9]],8,4,0.104647,0; [[0, 7], [1, 2, 3, 4, 6, 9]],8,4,0.08524,0, [[0, 7], [1, 2, 3, 4, 6, 9]]"
"eilon10_4 ,Star-Ring,10,2,0.3,0.2,7,0.148711,0, [[0, 4, 6, 8, 9], [2, 3]],7,9,0.132753,0; [[6, 7], [0, 1, 5, 8, 9]],7,9,0.132492,0, [[6, 7], [0, 1, 5, 8, 9]]"
"eilon10_5 ,Star-Ring,10,2,0.3,0.2,6,0.194154,0, [[1, 2, 3, 6], [7, 9]],6,66,0.701716,0; [[2, 3, 4], [1, 6, 9]],6,66,0.671306,0, [[2, 3, 4], [1, 6, 9]]"
"eilon10_1 ,Star-Ring,10,6,0.3,0.2,6,3.628815,0, [[2], [5], [8], [6], [9], [4]],6,50,1.160048,0; [[8], [6], [2], [5], [4], [9]],6,50,1.164527,0, [[8], [6], [2], [5], [4], [9]]"
"eilon10_2 ,Star-Ring,10,6,0.3,0.2,10,0.622242,0, [[1], [4, 7], [0], [2], [5, 6, 8], [3, 9]],10,5,0.163633,0; [[2], [4], [0], [1], [3, 5, 6, 8, 9], [7]],10,5,0.160361,0, [[2], [4], [0], [1], [3, 5, 6, 8, 9], [7]]"
"eilon10_3 ,Star-Ring,10,6,0.3,0.2,10,0.326456,0, [[1, 3], [4, 9], [0, 7], [5], [8], [2, 6]],10,0,0.04869,0; [[1, 8], [0, 4, 7], [2], [6, 9], [3], [5]],10,0,0.044282,0, [[1, 8], [0, 4, 7], [2], [6, 9], [3], [5]]"
"eilon10_4 ,Star-Ring,10,6,0.3,0.2,10,1.357115,0, [[8], [1, 5, 9], [0, 4], [2, 6], [3], [7]],10,110,2.537567,0; [[8], [7], [0, 4], [2, 3], [6, 9], [1, 5]],10,110,2.672847,0, [[8], [7], [0, 4], [2, 3], [6, 9], [1, 5]]"
"eilon10_5 ,Star-Ring,10,6,0.3,0.2,9,1.10173,0, [[0, 9], [1, 2, 6], [3], [5], [4], [7]],9,2763,64.183108,0; [[9], [2], [1, 4], [0, 3], [6], [7, 8]],9,2763,63.945227,0, [[9], [2], [1, 4], [0, 3], [6], [7, 8]]"
"eilon10_1 ,Star-Ring,10,2,0.3,0.5,7,0.059758,0, [[4, 6, 8, 9], [1, 2, 5]],7,0,0.021146,0; [[1, 2, 5], [4, 6, 8, 9]],7,0,0.016557,0, [[1, 2, 5], [4, 6, 8, 9]]"
"eilon10_2 ,Star-Ring,10,2,0.3,0.5,9,0.170482,0, [[3, 4, 5, 7], [1, 2, 6, 8, 9]],9,0,0.024054,0; [[3, 4, 5, 7], [1, 2, 6, 8, 9]],9,0,0.028207,0, [[3, 4, 5, 7], [1, 2, 6, 8, 9]]"
"eilon10_3 ,Star-Ring,10,2,0.3,0.5,9,0.123191,0, [[1, 2, 3, 4, 6, 9], [0, 5, 7]],9,0,0.028619,0; [[0, 5, 7], [1, 2, 3, 4, 6, 9]],9,0,0.030374,0, [[0, 5, 7], [1, 2, 3, 4, 6, 9]]"
"eilon10_4 ,Star-Ring,10,2,0.3,0.5,9,0.118737,0, [[0, 2, 3, 4, 6], [1, 5, 8, 9]],9,0,0.029089,0; [[3, 6, 7], [0, 1, 4, 5, 8, 9]],9,0,0.031153,0, [[3, 6, 7], [0, 1, 4, 5, 8, 9]]"
"eilon10_5 ,Star-Ring,10,2,0.3,0.5,9,0.11967,0, [[0, 5, 6, 7, 9], [1, 2, 3, 4]],9,0,0.023138,0; [[0, 5, 6, 7, 9], [1, 2, 3, 4]],9,0,0.027578,0, [[0, 5, 6, 7, 9], [1, 2, 3, 4]]"
"eilon10_1 ,Star-Ring,10,6,0.3,0.5,10,0.956855,0, [[7], [1, 2, 5], [4, 6], [0], [3], [8, 9]],10,0,0.034106,0; [[7], [1, 3], [2, 5], [6], [4, 8, 9], [0]],10,0,0.039154,0, [[7], [1, 3], [2, 5], [6], [4, 8, 9], [0]]"
"eilon10_2 ,Star-Ring,10,6,0.3,0.5,10,0.263014,0, [[5, 7], [2, 6], [4], [0], [1, 9], [3, 8]],10,0,0.041302,0; [[2, 8], [3, 4, 5, 7], [0], [9], [1], [6]],10,0,0.036523,0, [[2, 8], [3, 4, 5, 7], [0], [9], [1], [6]]"
"eilon10_3 ,Star-Ring,10,6,0.3,0.5,10,0.210432,0, [[4], [0, 7], [3, 5], [9], [6], [1, 2, 8]],10,0,0.042477,0; [[0, 5, 7], [1, 2, 6], [4], [8], [9], [3]],10,0,0.040038,0, [[0, 5, 7], [1, 2, 6], [4], [8], [9], [3]]"
"eilon10_4 ,Star-Ring,10,6,0.3,0.5,10,0.124301,0, [[2, 6], [7], [0, 8], [1, 5, 9], [3], [4]],10,0,0.041995,0; [[3, 6, 7], [1, 4, 5], [9], [0], [8], [2]],10,0,0.043331,0, [[3, 6, 7], [1, 4, 5], [9], [0], [8], [2]]"
"eilon10_5 ,Star-Ring,10,6,0.3,0.5,10,0.151501,0, [[7, 8], [4], [5, 6, 9], [1], [2], [0, 3]],10,0,0.039487,0; [[0, 5, 7], [2, 3, 4], [8], [1], [9], [6]],10,0,0.034967,0, [[0, 5, 7], [2, 3, 4], [8], [1], [9], [6]]"
"eilon20_1 ,Star-Ring,20,2,0.1,0.2,7,0.397285,0, [[2, 17], [3, 6, 8, 10, 12]],7,0,0.195695,0; [[3, 6, 10, 12], [8, 13, 16]],7,0,0.204672,0, [[3, 6, 10, 12], [8, 13, 16]]"
"eilon20_2 ,Star-Ring,20,2,0.1,0.2,7,0.317519,0, [[2, 10, 17], [9, 11, 13, 18]],7,4,0.223242,0; [[2, 10, 13, 17], [9, 11, 18]],7,4,0.223303,0, [[2, 10, 13, 17], [9, 11, 18]]"
"eilon20_3 ,Star-Ring,20,2,0.1,0.2,7,0.269153,0, [[5, 8, 11, 16], [4, 17, 19]],7,0,0.177952,0; [[5, 8, 11, 16], [4, 17, 19]],7,0,0.188601,0, [[5, 8, 11, 16], [4, 17, 19]]"
"eilon20_4 ,Star-Ring,20,2,0.1,0.2,6,0.287541,0, [[1, 7], [6, 12, 14, 18]],6,0,0.197071,0; [[6, 12, 14, 18], [1, 7]],6,0,0.192106,0, [[6, 12, 14, 18], [1, 7]]"
"eilon20_5 ,Star-Ring,20,2,0.1,0.2,5,0.380735,0, [[7, 11], [5, 13, 14]],5,0,0.235971,0; [[13, 14], [5, 7, 11]],5,0,0.2272,0, [[13, 14], [5, 7, 11]]"
"eilon20_1 ,Star-Ring,20,6,0.1,0.2,10,6.340461,0, [[2, 17], [8, 10], [13, 16], [3, 6], [12], [11]],10,0,0.826003,0; [[2], [6, 8], [10], [11, 17], [12], [3, 13, 16]],10,0,0.799688,0, [[2], [6, 8], [10], [11, 17], [12], [3, 13, 16]]"
"eilon20_2 ,Star-Ring,20,6,0.1,0.2,11,8.634697,0, [[2], [9, 11, 13, 18], [16], [8, 14], [4, 10], [17]],11,36,1.610054,0; [[2], [9, 11, 13, 18], [10, 17], [4], [8, 14], [16]],11,36,1.577778,0, [[2], [9, 11, 13, 18], [10, 17], [4], [8, 14], [16]]"
"eilon20_3 ,Star-Ring,20,6,0.1,0.2,9,9.441147,0, [[11], [7], [12], [19], [4, 17], [5, 8, 16]],9,0,1.372508,0; [[8], [4, 17, 19], [11], [12], [7], [5, 16]],9,0,1.376268,0, [[8], [4, 17, 19], [11], [12], [7], [5, 16]]"
"eilon20_4 ,Star-Ring,20,6,0.1,0.2,8,9.324505,0, [[7], [1, 12, 14], [6], [10], [9], [18]],8,233,6.247108,0; [[6, 14], [1, 7], [18], [4], [13], [12]],8,233,6.217623,0, [[6, 14], [1, 7], [18], [4], [13], [12]]"
"eilon20_5 ,Star-Ring,20,6,0.1,0.2,7,5.693712,0, [[0], [13], [5, 7], [14], [11], [1]],7,0,1.373471,0; [[13], [11], [1], [0], [14], [5, 7]],7,0,1.370376,0, [[13], [11], [1], [0], [14], [5, 7]]"
"eilon20_1 ,Star-Ring,20,10,0.1,0.2,11,19.582315,0, [[10], [9], [12], [3, 16], [17], [11], [2], [6], [13], [8]],11,0,1.589118,0; [[12], [2], [16], [17], [11], [8], [9], [10], [13], [3, 6]],11,0,1.619281,0, [[12], [2], [16], [17], [11], [8], [9], [10], [13], [3, 6]]"
"eilon20_2 ,Star-Ring,20,10,0.1,0.2,11,67.604961,0, [[16], [4], [10], [8], [14], [11], [9], [13], [2, 17], [18]],11,5,1.4587,0; [[16], [13], [9], [11, 18], [10], [17], [4], [8], [2], [14]],11,5,1.494037,0, [[16], [13], [9], [11, 18], [10], [17], [4], [8], [2], [14]]"
"eilon20_3 ,Star-Ring,20,10,0.1,0.2,10,60.731785,0, [[16], [4], [11], [17], [5], [7], [3], [9], [18], [8]],10,0,1.665422,0; [[16], [3], [7], [8], [17], [4], [11], [5], [18], [9]],10,0,1.705411,0, [[16], [3], [7], [8], [17], [4], [11], [5], [18], [9]]"
"eilon20_4 ,Star-Ring,20,10,0.1,0.2,0,70.209541,1, [[2], [16], [8, 11], [0, 9, 10], [6, 12, 14, 18], [5], [15, 17], [1, 7], [4, 13], [3, 19]],0,7344,277.542541,1; [[5], [15, 17], [1, 7], [3, 19], [0, 9, 10], [2], [6, 12, 14, 18], [16], [8, 11], [4, 13]],0,7344,277.204355,1, [[5], [15, 17], [1, 7], [3, 19], [0, 9, 10], [2], [6, 12, 14, 18], [16], [8, 11], [4, 13]]"
"eilon20_5 ,Star-Ring,20,10,0.1,0.2,0,7.885362,1, [],0,0,1.424097,1; [],0,0,1.47483,1, []"
"eilon20_1 ,Star-Ring,20,2,0.1,0.5,7,0.281242,0, [[3, 6, 8, 10, 12], [2, 17]],7,0,0.082927,0; [[3, 6, 8, 10, 12], [11, 18]],7,0,0.08458,0, [[3, 6, 8, 10, 12], [11, 18]]"
"eilon20_2 ,Star-Ring,20,2,0.1,0.5,8,0.315545,0, [[9, 11, 13, 18], [2, 4, 10, 16]],8,0,0.065506,0; [[2, 4, 10, 17], [9, 11, 13, 18]],8,0,0.069506,0, [[2, 4, 10, 17], [9, 11, 13, 18]]"
"eilon20_3 ,Star-Ring,20,2,0.1,0.5,8,0.207371,0, [[5, 8, 11, 16], [0, 13, 14, 18]],8,0,0.065749,0; [[0, 13, 14, 18], [5, 8, 11, 16]],8,0,0.065492,0, [[0, 13, 14, 18], [5, 8, 11, 16]]"
"eilon20_4 ,Star-Ring,20,2,0.1,0.5,7,0.273441,0, [[6, 12, 14, 18], [0, 9, 10]],7,0,0.067443,0; [[6, 12, 14, 18], [0, 9, 10]],7,0,0.069316,0, [[6, 12, 14, 18], [0, 9, 10]]"
"eilon20_5 ,Star-Ring,20,2,0.1,0.5,5,0.59186,0, [[0, 1], [5, 7, 14]],5,0,0.090046,0; [[5, 7, 11], [13, 14]],5,0,0.086346,0, [[5, 7, 11], [13, 14]]"
"eilon20_1 ,Star-Ring,20,6,0.1,0.5,13,102.918126,0, [[1], [13, 16], [2, 17], [7], [11, 18], [3, 6, 8, 10, 12]],13,60,2.185503,0; [[2, 17], [8, 10, 12], [0], [1, 7], [11, 18], [3, 13, 16]],13,60,2.194894,0, [[2, 17], [8, 10, 12], [0], [1, 7], [11, 18], [3, 13, 16]]"
"eilon20_2 ,Star-Ring,20,6,0.1,0.5,16,22.988975,0, [[2, 4, 10, 16], [7, 8, 14], [9, 11, 13, 18], [12], [1, 6], [0, 3]],16,0,0.321556,0; [[7, 8, 14], [0, 3], [1, 6], [13, 17], [9, 11, 18], [2, 4, 10, 16]],16,0,0.326456,0, [[7, 8, 14], [0, 3], [1, 6], [13, 17], [9, 11, 18], [2, 4, 10, 16]]"
"eilon20_3 ,Star-Ring,20,6,0.1,0.5,16,18.999683,0, [[5, 8, 11], [9, 16], [0, 13, 14, 18], [2, 3], [7, 12], [4, 17, 19]],16,0,0.166108,0; [[9, 18], [4, 17, 19], [7, 12], [2, 3], [0, 13, 14], [5, 8, 11, 16]],16,0,0.167154,0, [[9, 18], [4, 17, 19], [7, 12], [2, 3], [0, 13, 14], [5, 8, 11, 16]]"
"eilon20_4 ,Star-Ring,20,6,0.1,0.5,15,34.120916,0, [[6, 12, 14, 18], [4, 13], [1, 7], [3, 19], [0, 9, 10], [8, 11]],15,0,0.411751,0; [[6, 12, 14, 18], [4, 13], [1, 7], [3, 19], [0, 9, 10], [8, 11]],15,0,0.407373,0, [[6, 12, 14, 18], [4, 13], [1, 7], [3, 19], [0, 9, 10], [8, 11]]"
"eilon20_5 ,Star-Ring,20,6,0.1,0.5,13,25.861414,0, [[0, 1], [6], [5, 7, 13, 14], [17], [4, 16, 19], [2, 9]],12,0,0.712445,0; [[0, 1], [17], [4, 16, 19], [2, 9], [6], [5, 7, 11]],12,0,0.718322,0, [[0, 1], [17], [4, 16, 19], [2, 9], [6], [5, 7, 11]]"
"eilon20_1 ,Star-Ring,20,10,0.1,0.5,19,89.24307,0, [[11], [3, 6, 8, 10, 12], [2, 17], [14], [1, 7], [18], [4, 15, 19], [5], [9], [13, 16]],19,0,1.077679,0; [[11, 18], [1, 7], [14], [4, 15, 19], [0], [9], [3, 12], [13, 16], [6, 8, 10], [2, 17]],19,0,1.088841,0, [[11, 18], [1, 7], [14], [4, 15, 19], [0], [9], [3, 12], [13, 16], [6, 8, 10], [2, 17]]"
"eilon20_2 ,Star-Ring,20,10,0.1,0.5,20,21.976523,0, [[4, 16], [9, 11, 18], [17], [7, 8, 14], [5, 19], [0, 3], [1, 6], [12], [15], [2, 10, 13]],20,0,0.253429,0; [[4, 16], [5, 19], [7, 14], [9, 11, 18], [12], [15], [2, 10, 13, 17], [0, 8], [3], [1, 6]],20,0,0.251625,0, [[4, 16], [5, 19], [7, 14], [9, 11, 18], [12], [15], [2, 10, 13, 17], [0, 8], [3], [1, 6]]"
"eilon20_3 ,Star-Ring,20,10,0.1,0.5,20,10.037772,0, [[9], [1], [0, 13, 14, 18], [15], [2, 10], [7, 12], [4, 17, 19], [3], [6], [5, 8, 11, 16]],20,0,0.280746,0; [[9], [3], [15], [2, 10], [6], [7, 12], [4, 17, 19], [5, 8, 11, 16], [1], [0, 13, 14, 18]],20,0,0.287233,0, [[9], [3], [15], [2, 10], [6], [7, 12], [4, 17, 19], [5, 8, 11, 16], [1], [0, 13, 14, 18]]"
"eilon20_4 ,Star-Ring,20,10,0.1,0.5,19,51.262404,0, [[9], [3, 19], [16], [5], [15, 17], [8, 11], [4, 13], [1, 7], [6, 12, 14, 18], [0, 10]],19,3,0.743721,0; [[9, 10], [5], [16], [15, 17], [8, 11], [4, 13], [1, 7], [3, 19], [6, 12, 14, 18], [0]],19,3,0.715017,0, [[9, 10], [5], [16], [15, 17], [8, 11], [4, 13], [1, 7], [3, 19], [6, 12, 14, 18], [0]]"
"eilon20_5 ,Star-Ring,20,10,0.1,0.5,18,865.48,0, [[0, 1], [5, 7, 13, 14], [11], [16, 19], [10], [12], [18], [3, 15], [2, 9], [4, 17]],18,0,0.376051,0; [[0, 1], [6], [9, 10], [3, 15], [12], [2], [4, 16, 19], [17], [7, 11], [5, 13, 14]],18,0,0.349417,0, [[0, 1], [6], [9, 10], [3, 15], [12], [2], [4, 16, 19], [17], [7, 11], [5, 13, 14]]"
"eilon20_1 ,Star-Ring,20,2,0.2,0.2,10,0.237878,0, [[2, 8, 11, 12, 17], [3, 6, 10, 13, 16]],10,4,0.220981,0; [[2, 3, 6, 12, 13, 16, 17], [8, 10, 11]],10,4,0.235703,0, [[2, 3, 6, 12, 13, 16, 17], [8, 10, 11]]"
"eilon20_2 ,Star-Ring,20,2,0.2,0.2,11,0.307577,0, [[4, 8, 14], [2, 9, 10, 11, 13, 16, 17, 18]],11,0,0.162103,0; [[2, 4, 8, 10, 14, 16], [9, 11, 13, 17, 18]],11,0,0.163774,0, [[2, 4, 8, 10, 14, 16], [9, 11, 13, 17, 18]]"
"eilon20_3 ,Star-Ring,20,2,0.2,0.2,10,0.332251,0, [[0, 9, 13, 18], [4, 5, 8, 11, 16, 17]],10,0,0.13666,0; [[4, 5, 8, 11, 16, 17], [0, 9, 13, 18]],10,0,0.133882,0, [[4, 5, 8, 11, 16, 17], [0, 9, 13, 18]]"
"eilon20_4 ,Star-Ring,20,2,0.2,0.2,9,0.434866,0, [[0, 3, 9, 10, 19], [6, 7, 12, 14]],9,4,0.220196,0; [[6, 7, 9, 12, 14], [0, 3, 10, 19]],9,4,0.224241,0, [[6, 7, 9, 12, 14], [0, 3, 10, 19]]"
"eilon20_5 ,Star-Ring,20,2,0.2,0.2,7,0.333136,0, [[10, 16, 19], [0, 1, 4, 17]],7,2,0.203499,0; [[0, 5, 7, 11, 13, 14], [6]],7,2,0.224088,0, [[0, 5, 7, 11, 13, 14], [6]]"
"eilon20_1 ,Star-Ring,20,6,0.2,0.2,12,15.590944,0, [[12], [3, 8, 13, 17], [11], [1, 18], [2], [6, 10, 16]],12,3,0.561316,0; [[10], [3, 8, 12, 13], [2], [1, 18], [11], [6, 16, 17]],12,3,0.575748,0, [[10], [3, 8, 12, 13], [2], [1, 18], [11], [6, 16, 17]]"
