Instance,GraphType, n , p , R , r ,obj_IP,IP_Time,COntrGen_Time,Tot_Time,#Ball_Ctrs,#O_Ctrs,#All_Ctrs,Gap,OoM
eilon20_1 , Comp ,20,2,0.1,0.5,7,0.071,164.9071,164.9781,956,12689,13667,0,0
eilon20_2 , Comp ,20,2,0.1,0.5,8,0.038,212.7731,212.8111,790,9927,10739,0,0
eilon20_3 , Comp ,20,2,0.1,0.5,8,0.025,175.9071,175.9321,648,8113,8783,0,0
eilon20_4 , Comp ,20,2,0.1,0.5,7,0.022,125.152,125.174,604,6541,7167,0,0
eilon20_5 , Comp ,20,2,0.1,0.5,5,0.043,68.02,68.063,838,9480,10340,0,0
eilon20_1 , Matching ,20,2,0.1,0.5,7,0.071,164.443,164.514,956,12689,13667,0,0
eilon20_2 , Matching ,20,2,0.1,0.5,8,0.037,211.689,211.726,790,9927,10739,0,0
eilon20_3 , Matching ,20,2,0.1,0.5,8,0.026,175.4141,175.4401,648,8113,8783,0,0
eilon20_4 , Matching ,20,2,0.1,0.5,7,0.021,124.6481,124.6691,604,6541,7167,0,0
eilon20_5 , Matching ,20,2,0.1,0.5,5,0.042,67.664,67.706,838,9480,10340,0,0
eilon20_1 , Star ,20,6,0.1,0.5,15,2.37,181.702,184.072,4124,403261,407411,0,0
eilon20_2 , Star ,20,6,0.1,0.5,16,2.66,223.956,226.616,3298,285999,289323,0,0
eilon20_3 , Star ,20,6,0.1,0.5,15,1.371,186.403,187.774,2576,257313,259915,0,0
eilon20_4 , Star ,20,6,0.1,0.5,14,1.146,134.3661,135.5121,2340,249689,252055,0,0
eilon20_5 , Star ,20,6,0.1,0.5,13,1.529,85.126,86.655,3498,383192,386716,0,0
eilon20_1 , Star-Ring ,20,6,0.1,0.5,13,13.53,206.0352,219.5652,7264,939770,947060,0,0
eilon20_2 , Star-Ring ,20,6,0.1,0.5,16,4.161,238.823,242.984,5618,681796,687440,0,0
eilon20_3 , Star-Ring ,20,6,0.1,0.5,15,2.739,198.613,201.352,4156,598132,602314,0,0
eilon20_4 , Star-Ring ,20,6,0.1,0.5,14,2.514,147.954,150.468,3660,558082,561768,0,0
eilon20_5 , Star-Ring ,20,6,0.1,0.5,12,3.626,102.535,106.161,5958,846352,852336,0,0
eilon20_1 , Cycle ,20,6,0.1,0.5,14,2.305,176.9559,179.2609,4752,253014,257792,0,0
eilon20_2 , Cycle ,20,6,0.1,0.5,16,0.879,221.7791,222.6581,3762,181646,185434,0,0
eilon20_3 , Cycle ,20,6,0.1,0.5,15,0.628,181.6391,182.2671,2892,157308,160226,0,0
eilon20_4 , Cycle ,20,6,0.1,0.5,15,0.483,130.2989,130.7819,2604,142182,144812,0,0
eilon20_5 , Cycle ,20,6,0.1,0.5,13,0.711,80.138,80.849,3990,211820,215836,0,0
eilon20_1 , Line ,20,6,0.1,0.5,15,0.627,173.2262,173.8532,4124,151777,155927,0,0
eilon20_2 , Line ,20,6,0.1,0.5,16,0.388,216.237,216.625,3298,100507,103831,0,0
eilon20_3 , Line ,20,6,0.1,0.5,15,0.351,180.1233,180.4743,2576,91161,93763,0,0
eilon20_4 , Line ,20,6,0.1,0.5,15,0.311,129.5122,129.8232,2340,90485,92851,0,0
eilon20_5 , Line ,20,6,0.1,0.5,13,0.431,76.0299,76.4609,3498,138612,142136,0,0
eilon20_1 , Comp ,20,6,0.1,0.5,12,15.048,259.98,275.028,10404,2475351,2485781,0,0
eilon20_2 , Comp ,20,6,0.1,0.5,12,12.178,284.41,296.588,7938,1833385,1841349,0,0
eilon20_3 , Comp ,20,6,0.1,0.5,12,6.556,235.612,242.168,5736,1594815,1600577,0,0
eilon20_4 , Comp ,20,6,0.1,0.5,11,4.651,177.6151,182.2661,4980,1478811,1483817,0,0
eilon20_5 , Comp ,20,6,0.1,0.5,9,7.378,152.2981,159.6761,8418,2249560,2258004,0,0
eilon20_1 , Matching ,20,6,0.1,0.5,15,0.216,169.2151,169.4311,2868,52251,55145,0,0
eilon20_2 , Matching ,20,6,0.1,0.5,16,0.1951,213.374,213.5691,2370,36573,38969,0,0
eilon20_3 , Matching ,20,6,0.1,0.5,15,0.094,177.857,177.951,1944,31515,33485,0,0
eilon20_4 , Matching ,20,6,0.1,0.5,15,0.085,127.153,127.238,1812,28047,29885,0,0
eilon20_5 , Matching ,20,6,0.1,0.5,13,0.141,73.915,74.056,2514,41256,43796,0,0
eilon20_1 , Star ,20,2,0.2,0.2,10,0.414,1015.8281,1016.2421,2178,79076,81276,0,0
eilon20_2 , Star ,20,2,0.2,0.2,11,0.699,2106.762,2107.461,2276,131274,133572,0,0
eilon20_3 , Star ,20,2,0.2,0.2,10,0.383,1297.8382,1298.2212,1740,73803,75565,0,0
eilon20_4 , Star ,20,2,0.2,0.2,8,0.428,1065.2221,1065.6501,2150,80318,82490,0,0
eilon20_5 , Star ,20,2,0.2,0.2,7,0.398,460.2721,460.6701,2514,69224,71760,0,0
eilon20_1 , Star-Ring ,20,2,0.2,0.2,10,1.598,1033.61,1035.208,3208,319808,323038,0,0
eilon20_2 , Star-Ring ,20,2,0.2,0.2,11,2.8389,2123.8571,2126.6961,3347,535980,539349,0,0
eilon20_3 , Star-Ring ,20,2,0.2,0.2,10,1.423,1297.1111,1298.5341,2520,294365,296907,0,0
eilon20_4 , Star-Ring ,20,2,0.2,0.2,8,1.723,1079.4101,1081.1331,3142,323223,326387,0,0
eilon20_5 , Star-Ring ,20,2,0.2,0.2,7,1.429,466.8741,468.3031,3717,277476,281215,0,0
eilon20_1 , Cycle ,20,2,0.2,0.2,10,0.413,1029.9081,1030.3211,2178,79076,81276,0,0
eilon20_2 , Cycle ,20,2,0.2,0.2,11,0.684,2099.7211,2100.4051,2276,131274,133572,0,0
eilon20_3 , Cycle ,20,2,0.2,0.2,10,0.382,1294.1721,1294.5541,1740,73803,75565,0,0
eilon20_4 , Cycle ,20,2,0.2,0.2,8,0.424,1070.696,1071.12,2150,80318,82490,0,0
eilon20_5 , Cycle ,20,2,0.2,0.2,7,0.394,456.634,457.028,2514,69224,71760,0,0
eilon20_1 , Line ,20,2,0.2,0.2,10,0.412,1011.5771,1011.9891,2178,79076,81276,0,0
eilon20_2 , Line ,20,2,0.2,0.2,11,0.683,2106.7413,2107.4243,2276,131274,133572,0,0
eilon20_3 , Line ,20,2,0.2,0.2,10,0.378,1282.4212,1282.7992,1740,73803,75565,0,0
eilon20_4 , Line ,20,2,0.2,0.2,8,0.4249,1080.8463,1081.2712,2150,80318,82490,0,0
eilon20_5 , Line ,20,2,0.2,0.2,7,0.394,454.463,454.857,2514,69224,71760,0,0
eilon20_1 , Comp ,20,2,0.2,0.2,10,0.414,1015.506,1015.92,2178,79076,81276,0,0
eilon20_2 , Comp ,20,2,0.2,0.2,11,0.678,2077.8431,2078.5211,2276,131274,133572,0,0
eilon20_3 , Comp ,20,2,0.2,0.2,10,0.376,1290.3253,1290.7013,1740,73803,75565,0,0
eilon20_4 , Comp ,20,2,0.2,0.2,8,0.472,1066.7261,1067.1981,2150,80318,82490,0,0
eilon20_5 , Comp ,20,2,0.2,0.2,7,0.394,456.5101,456.9041,2514,69224,71760,0,0
eilon20_1 , Matching ,20,2,0.2,0.2,10,0.412,1022.1381,1022.5501,2178,79076,81276,0,0
eilon20_2 , Matching ,20,2,0.2,0.2,11,0.679,2117.1801,2117.8591,2276,131274,133572,0,0
eilon20_3 , Matching ,20,2,0.2,0.2,10,0.38,1289.2221,1289.6021,1740,73803,75565,0,0
eilon20_4 , Matching ,20,2,0.2,0.2,8,0.425,1064.8451,1065.2701,2150,80318,82490,0,0
eilon20_5 , Matching ,20,2,0.2,0.2,7,0.395,458.249,458.644,2514,69224,71760,0,0
eilon20_1 , Star ,20,6,0.2,0.2,13,31.484,1157.5221,1189.0061,11050,3042756,3053832,0,0
eilon20_2 , Star ,20,6,0.2,0.2,14,108.951,2337.1982,2446.1492,11352,4621326,4632704,0,0
eilon20_3 , Star ,20,6,0.2,0.2,15,23.489,1406.7051,1430.1941,8544,2344923,2353493,0,0
eilon20_4 , Star ,20,6,0.2,0.2,13,304.8031,1200.78,1505.5831,10670,2775810,2786506,0,0
eilon20_5 , Star ,20,6,0.2,0.2,11,24.901,582.896,607.797,12858,2657116,2670000,0,0
eilon20_1 , Star-Ring ,20,6,0.2,0.2,12,50.992,1331.706,1382.698,21680,6692528,6714234,0,0
eilon20_2 , Star-Ring ,20,6,0.2,0.2,14,153.7252,2610.1289,2763.8542,22262,10384854,10407142,0,0
eilon20_3 , Star-Ring ,20,6,0.2,0.2,14,54.651,1527.1901,1581.8411,16514,5432596,5449136,0,0
eilon20_4 , Star-Ring ,20,6,0.2,0.2,13,129.022,1362.8881,1491.9101,20800,6257686,6278512,0,0
eilon20_5 , Star-Ring ,20,6,0.2,0.2,11,41.344,728.5941,769.9381,25308,5878394,5903728,0,0
eilon20_1 , Cycle ,20,6,0.2,0.2,15,10.835,1113.08,1123.915,12714,1544286,1557026,0,0
eilon20_2 , Cycle ,20,6,0.2,0.2,17,19.392,2251.1721,2270.5641,13254,2437942,2451222,0,0
eilon20_3 , Cycle ,20,6,0.2,0.2,16,9.394,1376.7472,1386.1412,9900,1358422,1368348,0,0
eilon20_4 , Cycle ,20,6,0.2,0.2,15,13.743,1162.4922,1176.2352,12402,1497222,1509650,0,0
eilon20_5 , Cycle ,20,6,0.2,0.2,14,12.327,538.7849,551.1119,14760,1375976,1390762,0,0
eilon20_1 , Line ,20,6,0.2,0.2,17,5.738,1087.9931,1093.7311,10654,923268,933948,0,0
eilon20_2 , Line ,20,6,0.2,0.2,19,8.93,2191.9691,2200.8991,11112,1384982,1396120,0,0
eilon20_3 , Line ,20,6,0.2,0.2,18,4.065,1350.575,1354.64,8340,755951,764317,0,0
eilon20_4 , Line ,20,6,0.2,0.2,17,6.883,1134.1602,1141.0432,10418,852798,863242,0,0
eilon20_5 , Line ,20,6,0.2,0.2,16,5.605,510.143,515.748,12354,834860,847240,0,0
eilon20_1 , Comp ,20,6,0.2,0.2,11,113.3375,1830.2854,1943.6229,33630,18565380,18599036,0,0
eilon20_2 , Comp ,20,6,0.2,0.2,,,,,,,,,1
eilon20_3 , Comp ,20,6,0.2,0.2,11,97.8186,1953.4792,2051.2979,25164,14897141,14922331,0,0
eilon20_4 , Comp ,20,6,0.2,0.2,10,121.0538,1816.9875,1938.0413,31770,17296962,17328758,0,0
eilon20_5 , Comp ,20,6,0.2,0.2,8,98.3295,1157.3593,1255.6888,39438,16240888,16280352,0,0
eilon20_1 , Matching ,20,6,0.2,0.2,18,1.6156,1045.0711,1046.6867,6534,269556,276116,0,0
eilon20_2 , Matching ,20,6,0.2,0.2,19,3.339,2131.5524,2134.8914,6828,429318,436172,0,0
eilon20_3 , Matching ,20,6,0.2,0.2,19,1.251,1331.548,1332.799,5220,255945,261191,0,0
eilon20_4 , Matching ,20,6,0.2,0.2,19,1.445,1097.5602,1099.0051,6450,270642,277118,0,0
eilon20_5 , Matching ,20,6,0.2,0.2,18,1.457,483.6292,485.0862,7542,244224,251792,0,0
eilon20_1 , Star ,20,2,0.2,0.5,12,0.054,1671.458,1671.512,502,14922,15446,0,0
eilon20_2 , Star ,20,2,0.2,0.5,14,0.059,3049.5771,3049.6361,470,19154,19646,0,0
eilon20_3 , Star ,20,2,0.2,0.5,12,0.027,1806.8411,1806.8681,360,7508,7890,0,0
eilon20_4 , Star ,20,2,0.2,0.5,10,0.053,1703.153,1703.206,500,12645,13167,0,0
eilon20_5 , Star ,20,2,0.2,0.5,10,0.042,981.1159,981.1579,556,12344,12922,0,0
eilon20_1 , Star-Ring ,20,2,0.2,0.5,12,0.254,1676.8091,1677.0631,628,56246,56896,0,0
eilon20_2 , Star-Ring ,20,2,0.2,0.5,14,0.316,3083.1371,3083.4531,598,72789,73409,0,0
eilon20_3 , Star-Ring ,20,2,0.2,0.5,12,0.102,1813.375,1813.477,416,28493,28931,0,0
eilon20_4 , Star-Ring ,20,2,0.2,0.5,10,0.227,1706.0364,1706.2634,625,48767,49414,0,0
eilon20_5 , Star-Ring ,20,2,0.2,0.5,10,0.192,993.722,993.914,696,46771,47489,0,0
eilon20_1 , Cycle ,20,2,0.2,0.5,12,0.055,1690.1031,1690.1581,502,14922,15446,0,0
eilon20_2 , Cycle ,20,2,0.2,0.5,14,0.058,3055.7622,3055.8202,470,19154,19646,0,0
eilon20_3 , Cycle ,20,2,0.2,0.5,12,0.026,1820.0881,1820.1141,360,7508,7890,0,0
eilon20_4 , Cycle ,20,2,0.2,0.5,10,0.052,1690.1535,1690.2055,500,12645,13167,0,0
eilon20_5 , Cycle ,20,2,0.2,0.5,10,0.041,979.6724,979.7134,556,12344,12922,0,0
eilon20_1 , Line ,20,2,0.2,0.5,12,0.054,1668.9143,1668.9683,502,14922,15446,0,0
eilon20_2 , Line ,20,2,0.2,0.5,14,0.059,3076.0034,3076.0624,470,19154,19646,0,0
eilon20_3 , Line ,20,2,0.2,0.5,12,0.027,1798.003,1798.03,360,7508,7890,0,0
eilon20_4 , Line ,20,2,0.2,0.5,10,0.052,1701.566,1701.618,500,12645,13167,0,0
eilon20_5 , Line ,20,2,0.2,0.5,10,0.041,983.2421,983.2831,556,12344,12922,0,0
eilon20_1 , Comp ,20,2,0.2,0.5,12,0.054,1666.3593,1666.4133,502,14922,15446,0,0
eilon20_2 , Comp ,20,2,0.2,0.5,14,0.058,3085.8284,3085.8863,470,19154,19646,0,0
eilon20_3 , Comp ,20,2,0.2,0.5,12,0.027,1824.3311,1824.3581,360,7508,7890,0,0
eilon20_4 , Comp ,20,2,0.2,0.5,10,0.052,1685.7021,1685.7541,500,12645,13167,0,0
eilon20_5 , Comp ,20,2,0.2,0.5,10,0.04,981.0882,981.1282,556,12344,12922,0,0
eilon20_1 , Matching ,20,2,0.2,0.5,12,0.054,1673.5332,1673.5872,502,14922,15446,0,0
eilon20_2 , Matching ,20,2,0.2,0.5,14,0.058,3069.4512,3069.5092,470,19154,19646,0,0
eilon20_3 , Matching ,20,2,0.2,0.5,12,0.027,1817.3293,1817.3563,360,7508,7890,0,0
eilon20_4 , Matching ,20,2,0.2,0.5,10,0.053,1695.0092,1695.0622,500,12645,13167,0,0
eilon20_5 , Matching ,20,2,0.2,0.5,10,0.04,975.901,975.941,556,12344,12922,0,0
eilon20_1 , Star ,20,6,0.2,0.5,19,1.2641,1696.5222,1697.7862,2010,192914,194950,0,0
eilon20_2 , Star ,20,6,0.2,0.5,19,0.96,3087.6581,3088.6181,1922,212430,214378,0,0
eilon20_3 , Star ,20,6,0.2,0.5,19,0.684,1833.2591,1833.9431,1304,107972,109302,0,0
eilon20_4 , Star ,20,6,0.2,0.5,19,1.336,1709.7251,1711.0611,2000,179001,181027,0,0
eilon20_5 , Star ,20,6,0.2,0.5,19,0.855,990.8607,991.7157,2228,193616,195870,0,0
eilon20_1 , Star-Ring ,20,6,0.2,0.5,19,4.413,1862.9847,1867.3977,3270,602740,606036,0,0
eilon20_2 , Star-Ring ,20,6,0.2,0.5,19,3.248,3614.4921,3617.7401,3202,730122,733350,0,0
eilon20_3 , Star-Ring ,20,6,0.2,0.5,19,2.079,1969.4401,1971.5191,1864,326248,328138,0,0
eilon20_4 , Star-Ring ,20,6,0.2,0.5,19,5.314,1985.7045,1991.0185,3250,541366,544642,0,0
eilon20_5 , Star-Ring ,20,6,0.2,0.5,19,2.6789,1080.4995,1083.1784,3628,573148,576802,0,0
eilon20_1 , Cycle ,20,6,0.2,0.5,19,1.218,1784.2021,1785.4201,2262,210012,212300,0,0
eilon20_2 , Cycle ,20,6,0.2,0.5,19,1.145,3578.1336,3579.2786,2178,266850,269054,0,0
eilon20_3 , Cycle ,20,6,0.2,0.5,19,0.4631,2168.3772,2168.8403,1416,112222,113664,0,0
eilon20_4 , Cycle ,20,6,0.2,0.5,19,0.87,1804.1734,1805.0434,2250,180842,183118,0,0
eilon20_5 , Cycle ,20,6,0.2,0.5,19,0.77,1074.717,1075.487,2508,190956,193490,0,0
eilon20_1 , Line ,20,6,0.2,0.5,19,0.28,1949.7803,1950.0603,2010,80786,82822,0,0
eilon20_2 , Line ,20,6,0.2,0.5,19,0.374,3403.9323,3404.3063,1922,97854,99802,0,0
eilon20_3 , Line ,20,6,0.2,0.5,19,0.1801,2135.6099,2135.79,1304,44980,46310,0,0
eilon20_4 , Line ,20,6,0.2,0.5,19,0.3239,2080.8166,2081.1406,2000,68749,70775,0,0
eilon20_5 , Line ,20,6,0.2,0.5,19,0.271,1114.5689,1114.8399,2228,83204,85458,0,0
eilon20_1 , Comp ,20,6,0.2,0.5,14,11.558,1809.9092,1821.4672,4530,1551750,1556306,0,0
eilon20_2 , Comp ,20,6,0.2,0.5,17,8.505,3224.062,3232.567,4482,1880718,1885226,0,0
eilon20_3 , Comp ,20,6,0.2,0.5,17,5.03,1849.2699,1854.2999,2424,831116,833566,0,0
eilon20_4 , Comp ,20,6,0.2,0.5,16,9.769,1762.0933,1771.8623,4500,1414627,1419153,0,0
eilon20_5 , Comp ,20,6,0.2,0.5,15,6.985,1037.9691,1044.9541,5028,1484448,1489502,0,0
eilon20_1 , Matching ,20,6,0.2,0.5,20,0.18,1680.6206,1680.8006,1506,50286,51818,0,0
eilon20_2 , Matching ,20,6,0.2,0.5,20,0.212,3111.596,3111.808,1410,64686,66122,0,0
eilon20_3 , Matching ,20,6,0.2,0.5,20,0.089,1803.1534,1803.2424,1080,26508,27614,0,0
eilon20_4 , Matching ,20,6,0.2,0.5,20,0.14,1700.4361,1700.5761,1500,41703,43229,0,0
eilon20_5 , Matching ,20,6,0.2,0.5,19,0.152,990.3824,990.5344,1668,44304,45998,0,0
eilon20_1 , Star ,20,2,0.3,0.2,12,0.7549,5933.9036,5934.6586,1510,159082,160614,0,0
eilon20_2 , Star ,20,2,0.3,0.2,13,0.895,9751.9727,9752.8677,1338,170598,171958,0,0
eilon20_3 , Star ,20,2,0.3,0.2,13,0.797,8601.0797,8601.8767,1034,136421,137477,0,0
eilon20_4 , Star ,20,2,0.3,0.2,12,0.771,6815.7131,6816.4841,1348,145564,146934,0,0
eilon20_5 , Star ,20,2,0.3,0.2,9,0.915,3755.0718,3755.9868,1790,161028,162840,0,0
eilon20_1 , Star-Ring ,20,2,0.3,0.2,12,3.4011,6449.9099,6453.311,2192,640287,642501,0,0
eilon20_2 , Star-Ring ,20,2,0.3,0.2,13,4.413,10676.5238,10680.9368,1960,691923,693905,0,0
eilon20_3 , Star-Ring ,20,2,0.3,0.2,13,2.034,3634.2837,3636.3177,1500,320746,322268,0,0
eilon20_4 , Star-Ring ,20,2,0.3,0.2,12,2.763,3635.1712,3637.9342,1961,376613,378596,0,0
eilon20_5 , Star-Ring ,20,2,0.3,0.2,9,4.156,3626.2131,3630.3691,2605,585452,588079,0,0
eilon20_1 , Cycle ,20,2,0.3,0.2,12,0.988,3630.9915,3631.9795,1510,121022,122554,0,0
eilon20_2 , Cycle ,20,2,0.3,0.2,13,0.582,3654.3451,3654.9271,1338,107732,109092,0,0
eilon20_3 , Cycle ,20,2,0.3,0.2,13,0.5621,3632.4748,3633.0368,1034,91081,92137,0,0
eilon20_4 , Cycle ,20,2,0.3,0.2,12,0.561,3627.7721,3628.3331,1348,104398,105768,0,0
eilon20_5 , Cycle ,20,2,0.3,0.2,9,0.885,3619.8997,3620.7847,1790,156502,158314,0,0
eilon20_1 , Line ,20,2,0.3,0.2,12,0.571,3626.6342,3627.2052,1510,128198,129730,0,0
eilon20_2 , Line ,20,2,0.3,0.2,13,0.578,3635.8666,3636.4446,1338,111340,112700,0,0
eilon20_3 , Line ,20,2,0.3,0.2,13,0.563,3632.0625,3632.6255,1034,91081,92137,0,0
eilon20_4 , Line ,20,2,0.3,0.2,12,0.574,3628.1842,3628.7582,1348,104368,105738,0,0
eilon20_5 , Line ,20,2,0.3,0.2,9,0.869,3619.9739,3620.8429,1790,156044,157856,0,0
eilon20_1 , Comp ,20,2,0.3,0.2,12,0.569,3626.6193,3627.1883,1510,128046,129578,0,0
eilon20_2 , Comp ,20,2,0.3,0.2,13,0.579,3636.4903,3637.0693,1338,111398,112758,0,0
eilon20_3 , Comp ,20,2,0.3,0.2,13,0.542,3632.0292,3632.5712,1034,91007,92063,0,0
eilon20_4 , Comp ,20,2,0.3,0.2,12,0.588,3627.6615,3628.2495,1348,104344,105714,0,0
eilon20_5 , Comp ,20,2,0.3,0.2,9,0.797,3620.3108,3621.1078,1790,144256,146068,0,0
eilon20_1 , Matching ,20,2,0.3,0.2,12,0.6322,3627.7196,3628.3517,1510,123490,125022,0,0
eilon20_2 , Matching ,20,2,0.3,0.2,13,0.496,3642.2523,3642.7483,1338,96578,97938,0,0
eilon20_3 , Matching ,20,2,0.3,0.2,13,0.532,3632.341,3632.873,1034,87661,88717,0,0
eilon20_4 , Matching ,20,2,0.3,0.2,12,0.562,3628.8951,3629.4571,1348,99848,101218,0,0
eilon20_5 , Matching ,20,2,0.3,0.2,9,0.871,3620.6478,3621.5188,1790,153040,154852,0,0
eilon20_1 , Star ,20,6,0.3,0.2,18,42.274,3626.8319,3669.1059,7270,2038384,2045680,0,0
eilon20_2 , Star ,20,6,0.3,0.2,18,7.037,3636.9042,3643.9413,6526,902268,908820,0,0
eilon20_3 , Star ,20,6,0.3,0.2,17,12.3481,3634.9273,3647.2754,5002,982325,987353,0,0
eilon20_4 , Star ,20,6,0.3,0.2,17,17.8939,3632.9129,3650.8068,6532,1545202,1551760,0,0
eilon20_5 , Star ,20,6,0.3,0.2,17,121.2036,3621.9225,3743.1261,8690,3664032,3672748,0,0
eilon20_1 , Star-Ring ,20,6,0.3,0.2,17,197.915,3632.7025,3830.6176,14100,5487758,5501884,0,0
eilon20_2 , Star-Ring ,20,6,0.3,0.2,18,34.037,3636.8091,3670.8461,12766,3807824,3820616,0,0
eilon20_3 , Star-Ring ,20,6,0.3,0.2,17,33.929,3632.9607,3666.8897,9692,3601562,3611280,0,0
eilon20_4 , Star-Ring ,20,6,0.3,0.2,17,45.7767,3628.4055,3674.1822,12692,4537728,4550446,0,0
eilon20_5 , Star-Ring ,20,6,0.3,0.2,17,451.0037,3620.8994,4071.903,16890,8997312,9014228,0,0
eilon20_1 , Cycle ,20,6,0.3,0.2,19,23.841,3626.8156,3650.6566,8622,1929178,1937826,0,0
eilon20_2 , Cycle ,20,6,0.3,0.2,19,11.082,3636.2483,3647.3303,7746,1439906,1447678,0,0
eilon20_3 , Cycle ,20,6,0.3,0.2,19,11.09,3632.5634,3643.6534,5898,1243910,1249834,0,0
eilon20_4 , Cycle ,20,6,0.3,0.2,18,23.222,3628.3214,3651.5434,7722,1488662,1496410,0,0
eilon20_5 , Cycle ,20,6,0.3,0.2,19,40.131,3620.5654,3660.6964,10260,2583628,2593914,0,0
eilon20_1 , Line ,20,6,0.3,0.2,19,10.2841,3626.9535,3637.2376,7258,874360,881644,0,0
eilon20_2 , Line ,20,6,0.3,0.2,19,3.776,3636.2597,3640.0357,6502,501952,508480,0,0
eilon20_3 , Line ,20,6,0.3,0.2,19,3.506,3632.8543,3636.3603,4966,465537,470529,0,0
eilon20_4 , Line ,20,6,0.3,0.2,19,2.621,3629.2886,3631.9096,6496,437236,443758,0,0
eilon20_5 , Line ,20,6,0.3,0.2,19,15.864,3623.8853,3639.7493,8630,1064050,1072706,0,0
eilon20_1 , Comp ,20,6,0.3,0.2,13,119.8153,3631.3658,3751.1811,20970,11766536,11787532,0,0
eilon20_2 , Comp ,20,6,0.3,0.2,15,79.1274,3642.471,3721.5984,19086,7560772,7579884,0,0
eilon20_3 , Comp ,20,6,0.3,0.2,15,60.2852,3640.702,3700.9873,14502,6863761,6878289,0,0
eilon20_4 , Comp ,20,6,0.3,0.2,14,111.9135,3628.938,3740.8516,18972,10888840,10907838,0,0
eilon20_5 , Comp ,20,6,0.3,0.2,11,276.4285,3621.4053,3897.8338,25290,17783264,17808580,0,0
eilon20_1 , Matching ,20,6,0.3,0.2,20,3.287,3627.1792,3630.4662,4530,380952,385508,0,0
eilon20_2 , Matching ,20,6,0.3,0.2,20,1.539,3666.978,3668.517,4014,174918,178958,0,0
eilon20_3 , Matching ,20,6,0.3,0.2,20,1.668,3660.3918,3662.0598,3102,275433,278561,0,0
eilon20_4 , Matching ,20,6,0.3,0.2,20,1.396,3632.8689,3634.2649,4044,326700,330770,0,0
eilon20_5 , Matching ,20,6,0.3,0.2,20,2.425,3620.3162,3622.7412,5370,495696,501092,0,0
eilon20_1 , Star ,20,2,0.3,0.5,16,0.02,3625.379,3625.399,160,1992,2174,0,0
eilon20_2 , Star ,20,2,0.3,0.5,17,0.086,3637.6369,3637.7229,372,13972,14366,0,0
eilon20_3 , Star ,20,2,0.3,0.5,17,0.013,3632.7088,3632.7218,142,4598,4762,0,0
eilon20_4 , Star ,20,2,0.3,0.5,15,0.091,3628.0445,3628.1355,428,13487,13937,0,0
eilon20_5 , Star ,20,2,0.3,0.5,14,0.067,3619.4207,3619.4877,384,12325,12731,0,0
eilon20_1 , Star-Ring ,20,2,0.3,0.5,16,0.038,3625.6193,3625.6573,165,7683,7870,0,0
eilon20_2 , Star-Ring ,20,2,0.3,0.5,17,0.314,3635.3435,3635.6575,507,51760,52289,0,0
eilon20_3 , Star-Ring ,20,2,0.3,0.5,17,0.051,3632.6709,3632.7219,156,17061,17239,0,0
eilon20_4 , Star-Ring ,20,2,0.3,0.5,15,0.298,3629.1302,3629.4282,575,51592,52189,0,0
eilon20_5 , Star-Ring ,20,2,0.3,0.5,13,0.2953,3619.5606,3619.8558,486,48265,48773,0,0
eilon20_1 , Cycle ,20,2,0.3,0.5,16,0.02,3625.6722,3625.6922,160,1992,2174,0,0
eilon20_2 , Cycle ,20,2,0.3,0.5,17,0.083,3635.3567,3635.4397,372,11702,12096,0,0
eilon20_3 , Cycle ,20,2,0.3,0.5,17,0.012,3642.165,3642.177,142,3198,3362,0,0
eilon20_4 , Cycle ,20,2,0.3,0.5,15,0.099,3629.2739,3629.3729,428,13267,13717,0,0
eilon20_5 , Cycle ,20,2,0.3,0.5,14,0.072,3619.9694,3620.0414,384,11851,12257,0,0
eilon20_1 , Line ,20,2,0.3,0.5,16,0.0219,3628.5987,3628.6207,160,1992,2174,0,0
eilon20_2 , Line ,20,2,0.3,0.5,17,0.0869,3635.3812,3635.4682,372,13812,14206,0,0
eilon20_3 , Line ,20,2,0.3,0.5,17,0.017,3632.7201,3632.7371,142,4386,4550,0,0
eilon20_4 , Line ,20,2,0.3,0.5,15,0.149,3634.8796,3635.0286,428,6383,6833,0,0
eilon20_5 , Line ,20,2,0.3,0.5,14,0.059,3624.5608,3624.6198,384,11653,12059,0,0
eilon20_1 , Comp ,20,2,0.3,0.5,16,0.0282,3627.5277,3627.5559,160,1992,2174,0,0
eilon20_2 , Comp ,20,2,0.3,0.5,17,0.088,3635.0571,3635.1451,372,13918,14312,0,0
eilon20_3 , Comp ,20,2,0.3,0.5,17,0.014,3632.377,3632.391,142,4756,4920,0,0
eilon20_4 , Comp ,20,2,0.3,0.5,15,0.115,3627.6002,3627.7152,428,13701,14151,0,0
eilon20_5 , Comp ,20,2,0.3,0.5,14,0.104,3618.9424,3619.0465,384,12389,12795,0,0
eilon20_1 , Matching ,20,2,0.3,0.5,16,0.02,3625.103,3625.1229,160,1992,2174,0,0
eilon20_2 , Matching ,20,2,0.3,0.5,17,0.087,3634.6263,3634.7133,372,14024,14418,0,0
eilon20_3 , Matching ,20,2,0.3,0.5,17,0.015,3633.4751,3633.4901,142,4480,4644,0,0
eilon20_4 , Matching ,20,2,0.3,0.5,15,0.079,3627.577,3627.656,428,13677,14127,0,0
eilon20_5 , Matching ,20,2,0.3,0.5,14,0.066,3619.099,3619.165,384,12337,12743,0,0
